,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
14433,0.457,0.282,5,0,0.0345,0.448,0.423,0.159,0.257,124.217
14434,0.787,0.562,5,1,0.0293,0.276,0.91,0.0623,0.691,108.94
14435,0.666,0.255,5,1,0.0392,0.954,0.000628,0.143,0.628,113.701
14436,0.631,0.793,8,0,0.251,0.212,0.0,0.0441,0.826,175.814
14437,0.612,0.794,10,0,0.0497,0.157,6.35e-05,0.121,0.765,107.988
14438,0.659,0.433,11,0,0.0362,0.117,0.000427,0.0829,0.455,125.556
14439,0.467,0.549,9,1,0.0418,0.0859,0.0,0.312,0.292,133.591
14440,0.247,0.0981,8,0,0.0432,0.988,0.753,0.0854,0.0525,137.583
14441,0.805,0.863,6,0,0.0771,0.0515,0.000427,0.98,0.826,106.787
14442,0.629,0.553,2,1,0.0297,0.0249,0.0,0.141,0.285,130.115
14443,0.186,0.0988,3,1,0.0384,0.711,0.936,0.108,0.151,82.98
14444,0.81,0.957,1,0,0.0364,0.0165,0.284,0.248,0.962,129.985
14445,0.575,0.332,6,1,0.0311,0.523,0.0,0.101,0.366,135.01
14446,0.505,0.664,5,1,0.0475,0.492,0.0,0.408,0.556,124.655
14447,0.529,0.0653,8,1,0.057,0.888,0.0253,0.117,0.403,71.049
14448,0.857,0.764,1,1,0.246,0.0402,0.0,0.425,0.579,93.071
14449,0.421,0.236,0,0,0.0286,0.843,0.000386,0.19,0.411,103.185
14450,0.539,0.603,5,1,0.0305,0.657,0.000449,0.147,0.756,134.009
14451,0.598,0.957,9,0,0.0451,0.00934,5.36e-05,0.0902,0.864,129.082
14452,0.739,0.38,5,0,0.0419,0.784,0.000128,0.129,0.78,113.335
14453,0.836,0.541,7,1,0.0546,0.0313,9.08e-06,0.0603,0.888,110.694
14454,0.175,0.642,8,1,0.0447,0.633,0.0306,0.94,0.492,88.876
14455,0.621,0.696,1,1,0.151,0.0272,0.0108,0.0619,0.621,191.818
14456,0.729,0.442,7,1,0.0582,0.25,0.0,0.36,0.974,132.008
14457,0.707,0.48,11,0,0.0726,0.0112,0.901,0.186,0.217,107.002
14458,0.83,0.414,9,0,0.197,0.243,0.0,0.627,0.556,99.234
14459,0.295,0.8,11,1,0.047,0.0106,0.866,0.319,0.12,130.799
14460,0.625,0.641,6,1,0.0249,0.611,3.83e-05,0.121,0.608,103.92
14461,0.833,0.501,5,1,0.045,0.921,0.829,0.0889,0.643,115.468
14462,0.725,0.613,5,0,0.0275,0.015,3.97e-06,0.0852,0.393,132.765
14463,0.399,0.619,0,1,0.0342,0.0529,0.00216,0.159,0.318,91.913
14464,0.0779,0.000357,6,0,0.0429,0.902,0.949,0.124,0.268,84.074
14465,0.496,0.336,11,1,0.0567,0.552,0.158,0.0903,0.309,107.718
14466,0.563,0.544,4,1,0.0306,0.577,0.0,0.128,0.602,179.351
14467,0.364,0.114,1,1,0.0333,0.857,0.635,0.0839,0.0575,117.715
14468,0.28,0.963,9,1,0.124,1.18e-05,0.0566,0.419,0.0673,141.524
14469,0.763,0.844,1,1,0.0523,1.55e-05,0.418,0.114,0.774,128.042
14470,0.652,0.187,7,1,0.04,0.976,0.714,0.157,0.302,64.517
14471,0.384,0.473,9,1,0.0363,0.718,0.794,0.11,0.431,125.075
14472,0.518,0.9,9,1,0.0933,0.172,0.0315,0.0713,0.872,115.029
14473,0.465,0.919,4,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997
14474,0.531,0.515,0,0,0.0341,0.596,0.00839,0.0643,0.269,152.141
14475,0.392,0.119,5,1,0.039,0.959,0.682,0.0972,0.179,103.886
14476,0.063,0.148,8,1,0.0448,0.641,0.797,0.0942,0.0382,63.47
14477,0.293,0.985,8,0,0.111,1.19e-05,0.668,0.348,0.125,145.162
14478,0.714,0.497,2,1,0.292,0.574,0.0,0.0743,0.914,103.871
14479,0.697,0.901,7,1,0.259,0.169,0.0,0.356,0.535,103.145
14480,0.672,0.616,0,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094
14481,0.78,0.897,0,1,0.0387,0.0565,1.08e-06,0.309,0.905,100.777
14482,0.793,0.634,7,1,0.327,0.00388,1.74e-05,0.0713,0.752,90.964
14483,0.235,0.887,8,1,0.129,3.32e-05,0.406,0.131,0.208,172.492
14484,0.472,0.308,4,0,0.0283,0.167,0.00331,0.14,0.205,73.7
14485,0.491,0.179,2,0,0.0423,0.612,0.0,0.113,0.28,144.244
14486,0.377,0.808,7,1,0.18,0.0053,0.494,0.327,0.407,203.865
14487,0.484,0.978,0,0,0.111,0.398,0.0215,0.428,0.69,133.814
14488,0.411,0.203,7,1,0.0357,0.936,0.617,0.122,0.283,138.406
14489,0.563,0.481,5,1,0.026,0.644,3.52e-05,0.096,0.362,134.741
14490,0.483,0.0226,9,0,0.0354,0.969,0.864,0.139,0.275,115.422
14491,0.798,0.703,10,0,0.135,0.117,0.0,0.121,0.792,101.015
14492,0.1,0.0689,6,0,0.049,0.971,0.492,0.11,0.0362,78.406
14493,0.671,0.727,7,1,0.035,0.139,0.0,0.123,0.801,102.358
14494,0.618,0.556,0,1,0.0325,0.603,0.859,0.196,0.398,97.763
14495,0.484,0.793,7,1,0.0297,0.03,0.0,0.107,0.24,92.796
14496,0.709,0.587,11,0,0.107,0.00441,0.0,0.14,0.313,84.94
14497,0.535,0.28,2,0,0.0275,0.0687,1.27e-06,0.267,0.536,88.316
14498,0.292,0.134,11,1,0.0484,0.749,0.00185,0.234,0.184,58.416
14499,0.774,0.491,0,0,0.0267,0.345,0.00987,0.326,0.685,119.565
14500,0.689,0.746,10,0,0.0453,0.000109,0.697,0.0562,0.902,120.508
14501,0.557,0.597,1,1,0.0235,0.541,7.64e-06,0.093,0.383,93.138
14502,0.706,0.88,0,1,0.0576,0.0787,0.00795,0.0501,0.947,120.127
14503,0.572,0.817,2,1,0.0285,0.0496,1.95e-05,0.105,0.736,99.023
14504,0.645,0.88,9,1,0.0329,0.0242,2.04e-06,0.0978,0.834,125.418
14505,0.666,0.639,8,0,0.05,0.0606,0.00269,0.0645,0.427,98.196
14506,0.352,0.961,0,0,0.0709,5.73e-05,0.669,0.138,0.525,163.96
14507,0.262,0.58,0,1,0.0367,0.0134,0.744,0.116,0.172,116.847
14508,0.727,0.891,1,1,0.0473,0.0333,1.55e-06,0.0653,0.869,105.97
14509,0.884,0.925,0,1,0.187,0.489,0.0,0.119,0.929,104.982
14510,0.586,0.477,6,1,0.0243,0.593,0.0,0.0935,0.308,82.991
14511,0.505,0.156,5,1,0.055,0.967,0.745,0.106,0.314,176.77
14512,0.651,0.743,2,1,0.0364,0.00526,0.000341,0.0406,0.533,90.2
14513,0.488,0.501,6,0,0.0283,0.547,0.0,0.16,0.171,147.887
14514,0.489,0.904,4,1,0.0862,0.177,0.0,0.989,0.688,165.014
14515,0.775,0.676,5,0,0.042,0.0228,0.0,0.0631,0.646,129.948
14516,0.632,0.307,5,1,0.0341,0.23,7.02e-06,0.146,0.951,120.52
14517,0.761,0.639,5,0,0.0539,0.0359,0.0,0.0945,0.922,164.088
14518,0.497,0.274,4,0,0.0702,0.633,0.758,0.114,0.764,84.802
14519,0.616,0.493,0,1,0.0228,0.311,2.61e-05,0.251,0.629,90.121
14520,0.125,0.0105,2,0,0.0391,0.904,0.769,0.107,0.0408,64.736
14521,0.363,0.849,6,1,0.0554,0.0666,0.00517,0.306,0.429,170.627
14522,0.532,0.609,10,1,0.0268,0.145,1.49e-06,0.059,0.426,79.877
14523,0.735,0.758,6,1,0.0534,0.098,0.00675,0.101,0.793,98.969
14524,0.792,0.411,0,1,0.0409,0.147,7.56e-06,0.086,0.707,124.054
14525,0.443,0.788,0,1,0.0412,0.127,0.63,0.408,0.646,129.34
14526,0.692,0.55,0,1,0.216,0.00107,0.00662,0.089,0.204,170.266
14527,0.747,0.367,5,1,0.0307,0.675,0.0,0.131,0.49,121.447
14528,0.831,0.697,1,1,0.0339,0.0185,3.49e-05,0.277,0.848,109.344
14529,0.603,0.439,9,1,0.0317,0.277,0.197,0.321,0.58,119.424
14530,0.615,0.88,0,1,0.0411,0.0386,0.00371,0.364,0.707,139.001
14531,0.633,0.518,11,0,0.0656,0.0929,1.52e-05,0.102,0.568,156.966
14532,0.598,0.56,6,1,0.0278,0.0429,1.2e-05,0.12,0.775,179.529
14533,0.37,0.247,1,1,0.0431,0.971,0.75,0.117,0.0719,207.435
14534,0.703,0.838,7,0,0.0451,0.241,0.0,0.125,0.834,120.503
14535,0.824,0.555,1,1,0.166,0.114,8.47e-05,0.112,0.728,99.576
14536,0.689,0.359,0,1,0.0464,0.623,0.0,0.0855,0.732,82.206
14537,0.446,0.559,4,1,0.0285,0.388,1.78e-05,0.153,0.372,145.419
14538,0.542,0.665,0,1,0.0297,0.522,0.0,0.177,0.417,147.977
14539,0.578,0.515,11,1,0.0347,0.05,0.0268,0.119,0.302,112.879
14540,0.239,0.861,2,1,0.101,0.0108,0.00476,0.0365,0.249,162.404
14541,0.66,0.873,10,1,0.0461,0.0152,0.00324,0.331,0.864,111.872
14542,0.41,0.468,11,1,0.0553,0.298,1.19e-05,0.0426,0.475,177.508
14543,0.803,0.806,0,1,0.265,0.00763,0.00536,0.101,0.618,94.993
14544,0.674,0.855,2,1,0.0697,0.0072,0.00335,0.0545,0.567,102.94
14545,0.448,0.693,9,1,0.0888,0.313,0.0,0.284,0.575,152.123
14546,0.529,0.753,7,1,0.0384,0.621,0.0259,0.333,0.777,154.15
14547,0.288,0.127,10,1,0.0342,0.846,0.0,0.112,0.184,78.132
14548,0.354,0.00237,9,0,0.0634,0.995,0.933,0.0667,0.0738,66.948
14549,0.296,0.00625,7,1,0.0496,0.921,0.853,0.0689,0.103,134.994
14550,0.347,0.922,0,1,0.0715,0.00403,0.0,0.458,0.158,172.353
14551,0.681,0.441,9,0,0.0346,0.458,0.696,0.188,0.905,125.349
14552,0.338,0.243,5,1,0.037,0.989,0.0,0.266,0.335,96.423
14553,0.646,0.872,11,0,0.0371,0.000761,0.0568,0.105,0.0391,120.093
14554,0.664,0.308,9,1,0.573,0.647,0.0,0.615,0.643,80.195
14555,0.585,0.581,4,1,0.0456,0.609,0.053,0.276,0.895,94.265
14556,0.734,0.326,1,1,0.042,0.925,0.894,0.0869,0.894,105.252
14557,0.3,0.387,10,1,0.0331,0.264,0.215,0.106,0.137,160.587
14558,0.9,0.619,4,0,0.312,0.203,0.00156,0.0647,0.864,94.121
14559,0.342,0.0957,2,0,0.0488,0.951,0.788,0.11,0.161,95.101
14560,0.762,0.863,7,1,0.0472,0.0869,0.0,0.101,0.57,100.003
14561,0.0596,0.00422,2,1,0.036,0.96,0.91,0.0931,0.0394,64.639
14562,0.818,0.401,6,0,0.0401,0.0179,0.00189,0.0345,0.8,90.051
14563,0.384,0.663,1,1,0.402,0.0657,0.571,0.221,0.576,89.081
14564,0.668,0.185,5,0,0.0373,0.907,5.2e-05,0.0664,0.423,129.823
14565,0.162,0.103,10,0,0.252,0.942,0.542,0.223,0.0319,71.796
14566,0.575,0.874,9,1,0.0446,0.00527,0.0,0.167,0.61,132.418
14567,0.589,0.321,9,1,0.0282,0.19,0.0,0.114,0.613,121.248
14568,0.715,0.833,2,1,0.108,0.00631,0.0,0.164,0.612,95.487
14569,0.467,0.472,2,1,0.202,0.563,0.0127,0.823,0.283,144.345
14570,0.272,0.964,5,0,0.0525,2.27e-05,0.00388,0.685,0.592,114.91
14571,0.632,0.807,2,1,0.0706,0.567,0.0,0.111,0.852,103.862
14572,0.482,0.301,10,1,0.0273,0.722,0.0012,0.166,0.0692,139.853
14573,0.135,0.0536,7,0,0.0442,0.796,0.815,0.113,0.057,85.912
14574,0.294,0.675,0,0,0.0342,0.873,0.925,0.0803,0.96,144.426
14575,0.753,0.66,8,1,0.0434,0.105,0.000753,0.0883,0.935,99.973
14576,0.5,0.824,4,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125
14577,0.528,0.0702,8,1,0.0406,0.826,0.000365,0.1,0.265,78.239
14578,0.303,0.124,1,0,0.0398,0.995,0.528,0.0831,0.423,130.429
14579,0.59,0.417,2,0,0.0391,0.686,0.909,0.688,0.741,116.446
14580,0.68,0.909,2,1,0.0308,0.231,8.05e-05,0.109,0.899,102.501
14581,0.583,0.551,0,1,0.0515,0.157,0.0,0.207,0.737,107.699
14582,0.423,0.328,5,1,0.0362,0.734,0.0016,0.158,0.469,73.603
14583,0.28,0.172,7,1,0.149,0.961,0.0445,0.677,0.523,117.666
14584,0.229,0.901,2,0,0.0443,9.83e-06,0.361,0.0674,0.422,143.851
14585,0.945,0.67,5,0,0.222,0.631,0.0,0.199,0.599,99.357
14586,0.884,0.464,1,1,0.222,0.000925,4.36e-06,0.0366,0.868,132.172
14587,0.77,0.596,7,1,0.0527,0.0122,0.00311,0.0483,0.93,112.107
14588,0.608,0.569,6,0,0.0283,0.123,0.0,0.151,0.346,72.076
14589,0.648,0.743,11,1,0.0337,0.52,1.23e-06,0.581,0.88,97.482
14590,0.452,0.909,9,1,0.0366,0.0313,0.0603,0.23,0.805,124.623
14591,0.509,0.833,7,1,0.0597,0.0398,0.00257,0.207,0.569,79.935
14592,0.517,0.745,1,1,0.147,0.00903,0.228,0.354,0.307,101.043
14593,0.471,0.617,8,1,0.038,0.0522,0.0,0.229,0.491,182.323
14594,0.511,0.727,2,1,0.0354,0.0534,1.09e-05,0.24,0.708,166.103
14595,0.626,0.134,6,1,0.0298,0.467,0.0,0.113,0.239,91.893
14596,0.742,0.258,3,0,0.0339,0.451,0.0,0.0926,0.476,82.576
14597,0.674,0.828,4,0,0.026,0.0073,0.0978,0.241,0.713,110.073
14598,0.497,0.179,5,1,0.0652,0.992,0.851,0.147,0.451,120.988
14599,0.668,0.261,7,1,0.0405,0.588,0.000391,0.116,0.282,147.446
14600,0.63,0.378,0,1,0.0346,0.796,0.0137,0.117,0.229,97.973
14601,0.819,0.764,0,1,0.032,0.0207,0.0133,0.308,0.946,121.473
14602,0.343,0.81,7,1,0.0401,0.0338,0.0,0.992,0.485,162.05
14603,0.81,0.724,5,0,0.0431,0.676,1.56e-05,0.198,0.968,94.004
14604,0.729,0.485,6,0,0.0304,0.108,0.11,0.114,0.595,105.96
14605,0.685,0.38,8,1,0.112,0.373,0.0,0.0371,0.87,175.562
14606,0.785,0.295,8,0,0.0569,0.0677,0.0,0.125,0.584,81.115
14607,0.673,0.427,2,1,0.248,0.602,0.000663,0.096,0.444,84.127
14608,0.801,0.875,7,1,0.0995,0.00366,0.425,0.182,0.637,91.983
14609,0.449,0.565,10,0,0.0429,0.735,0.833,0.115,0.433,114.577
14610,0.589,0.696,8,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833
14611,0.707,0.776,4,0,0.278,0.0195,2.05e-06,0.216,0.379,91.283
14612,0.654,0.835,11,0,0.0656,0.0905,0.0,0.0588,0.965,82.023
14613,0.792,0.701,6,0,0.283,0.104,0.0,0.761,0.251,103.888
14614,0.403,0.995,9,1,0.132,1.57e-06,0.903,0.0619,0.143,113.075
14615,0.397,0.419,5,1,0.0278,0.695,3.91e-05,0.0887,0.165,152.584
14616,0.567,0.512,0,1,0.0357,0.547,0.0,0.296,0.334,130.269
14617,0.587,0.773,0,1,0.0379,0.00693,7.69e-05,0.954,0.649,123.057
14618,0.596,0.543,2,1,0.0488,0.0317,0.834,0.0637,0.824,133.079
14619,0.554,0.404,5,0,0.0644,0.563,0.0722,0.208,0.712,103.34
14620,0.712,0.723,7,1,0.0377,0.426,0.0,0.264,0.867,140.566
14621,0.644,0.912,7,1,0.0436,0.00911,0.647,0.449,0.54,114.289
14622,0.562,0.481,0,1,0.034,0.583,1.1e-06,0.123,0.23,139.743
14623,0.299,0.0272,2,0,0.0567,0.979,0.682,0.0887,0.0526,178.156
14624,0.282,0.99,4,0,0.19,0.000179,0.0186,0.333,0.185,84.787
14625,0.191,0.716,2,0,0.0411,0.00187,0.505,0.121,0.332,99.769
14626,0.777,0.879,1,1,0.0819,0.462,0.0,0.126,0.924,91.094
14627,0.642,0.448,5,0,0.0259,0.492,1.74e-05,0.0646,0.299,137.831
14628,0.497,0.518,1,1,0.0262,0.126,6.4e-05,0.319,0.269,144.103
14629,0.669,0.882,3,1,0.0346,0.091,0.0,0.148,0.955,156.501
14630,0.85,0.513,7,1,0.0513,0.0624,0.00249,0.0689,0.623,99.01
14631,0.545,0.753,7,1,0.0538,0.000343,0.249,0.526,0.299,137.515
14632,0.765,0.408,4,1,0.167,0.0984,0.0,0.141,0.891,136.713
14633,0.263,0.417,7,0,0.0329,0.824,7.59e-06,0.389,0.399,73.817
14634,0.689,0.613,0,1,0.0319,0.0528,0.0219,0.0622,0.94,108.038
14635,0.774,0.586,10,0,0.301,0.0234,0.000726,0.0562,0.642,85.075
14636,0.712,0.773,11,0,0.271,0.0243,0.0,0.13,0.699,100.409
14637,0.623,0.787,4,0,0.0356,0.112,0.0,0.139,0.769,133.91
14638,0.616,0.466,10,1,0.0294,0.401,8.31e-06,0.0918,0.929,113.454
14639,0.705,0.608,1,1,0.025,0.527,1.29e-05,0.127,0.731,106.71
14640,0.59,0.666,4,0,0.0244,0.156,0.0,0.136,0.0743,104.042
14641,0.82,0.921,11,0,0.05,0.00291,0.83,0.0775,0.628,124.832
14642,0.329,0.933,0,1,0.0781,0.000342,0.0,0.247,0.496,172.195
14643,0.458,0.395,5,1,0.0263,0.242,1.16e-06,0.137,0.124,140.011
14644,0.369,0.948,2,1,0.0376,0.141,0.253,0.169,0.696,94.459
14645,0.66,0.604,5,1,0.0323,0.00646,0.0104,0.0907,0.779,91.671
14646,0.287,0.0955,3,1,0.0329,0.962,0.000901,0.103,0.253,83.565
14647,0.568,0.778,4,0,0.123,0.00953,0.0,0.776,0.363,191.463
14648,0.563,0.524,6,1,0.0225,0.432,0.0,0.272,0.252,86.496
14649,0.735,0.873,10,0,0.0402,0.025,3.27e-06,0.265,0.586,108.021
14650,0.682,0.555,6,1,0.0319,0.0225,0.0,0.0754,0.511,83.332
14651,0.195,0.113,7,1,0.0431,0.973,0.479,0.312,0.104,173.023
14652,0.575,0.886,5,1,0.034,0.0647,0.000187,0.709,0.608,96.308
14653,0.749,0.874,6,1,0.0332,0.0853,2.66e-06,0.0414,0.78,117.776
14654,0.685,0.852,2,1,0.0565,0.0613,0.000167,0.0315,0.844,105.026
14655,0.743,0.675,8,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909
14656,0.583,0.276,2,1,0.0264,0.47,0.0,0.143,0.0486,78.079
14657,0.629,0.721,6,1,0.0277,0.502,0.0,0.307,0.651,94.054
14658,0.673,0.618,5,0,0.0649,0.152,0.0,0.949,0.649,121.711
14659,0.566,0.864,9,1,0.0525,0.475,0.168,0.154,0.342,106.863
14660,0.479,0.691,9,1,0.0776,2.39e-05,0.000257,0.228,0.286,99.149
14661,0.556,0.0945,9,0,0.0499,0.994,2.28e-06,0.0993,0.482,120.083
14662,0.348,0.635,4,1,0.0386,0.0932,0.0,0.126,0.144,87.974
14663,0.447,0.725,6,1,0.0292,0.00106,0.0157,0.105,0.597,116.286
14664,0.674,0.659,8,1,0.0277,0.00156,0.00765,0.108,0.697,99.768
14665,0.376,0.301,7,1,0.0327,0.772,0.0367,0.156,0.534,94.002
14666,0.846,0.72,11,0,0.0506,0.00495,1.69e-05,0.329,0.864,133.657
14667,0.753,0.421,5,1,0.0413,0.0557,0.782,0.0836,0.139,120.148
14668,0.838,0.452,11,0,0.0547,0.0509,0.0,0.0666,0.708,99.075
14669,0.496,0.514,7,1,0.0274,0.0044,0.000106,0.0429,0.388,168.324
14670,0.284,0.489,6,1,0.0352,0.00164,0.817,0.116,0.25,104.624
14671,0.594,0.883,5,1,0.0451,0.329,8.33e-05,0.276,0.863,89.997
14672,0.062,0.0217,3,1,0.0475,0.92,0.969,0.0849,0.035,68.535
14673,0.816,0.913,5,0,0.0997,0.469,0.0,0.331,0.915,124.578
14674,0.562,0.593,5,1,0.0263,0.00327,0.00139,0.0967,0.574,80.289
14675,0.628,0.426,5,0,0.0313,0.197,0.0011,0.0919,0.529,185.963
14676,0.611,0.815,9,1,0.0356,0.0438,3.12e-05,0.154,0.7,120.985
14677,0.635,0.712,8,1,0.0283,0.0811,0.0,0.322,0.423,91.024
14678,0.587,0.132,3,1,0.039,0.963,0.0166,0.0882,0.437,132.245
14679,0.612,0.804,7,1,0.0543,0.273,0.0,0.311,0.841,80.771
14680,0.479,0.795,4,0,0.0421,0.00236,0.0,0.19,0.432,114.675
14681,0.291,0.546,1,1,0.039,0.0247,0.0,0.0731,0.203,134.676
14682,0.45,0.0788,3,1,0.0373,0.876,0.0,0.0953,0.353,162.442
14683,0.663,0.0279,7,1,0.0545,0.993,0.929,0.0989,0.495,71.898
14684,0.723,0.596,2,1,0.0692,0.356,0.0,0.15,0.413,112.121
14685,0.801,0.592,1,1,0.438,0.0522,0.00289,0.0625,0.512,93.54
14686,0.643,0.671,1,0,0.0296,0.0383,4.65e-05,0.0496,0.26,90.396
14687,0.476,0.443,9,1,0.0282,0.105,7.97e-06,0.123,0.165,72.888
14688,0.666,0.521,9,1,0.0292,0.114,0.0,0.0604,0.361,105.223
14689,0.588,0.149,7,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689
14690,0.395,0.0283,2,0,0.0324,0.952,0.000502,0.0849,0.351,97.462
14691,0.628,0.496,1,1,0.0233,0.242,1.2e-05,0.147,0.266,85.523
14692,0.89,0.575,5,1,0.302,0.053,0.0,0.0738,0.916,98.935
14693,0.672,0.686,11,1,0.0595,0.0876,0.00862,0.194,0.673,119.954
14694,0.513,0.514,1,1,0.0274,0.255,0.0,0.258,0.216,132.157
14695,0.337,0.387,7,1,0.0251,0.00788,0.0282,0.15,0.264,87.291
14696,0.181,0.935,1,0,0.116,2.26e-06,0.946,0.131,0.22,101.11
14697,0.764,0.589,0,1,0.0511,0.000555,0.0202,0.0838,0.604,125.33
14698,0.566,0.361,5,1,0.0737,0.618,0.843,0.119,0.711,181.193
14699,0.824,0.574,1,0,0.0324,0.308,0.0,0.0668,0.781,103.179
14700,0.586,0.564,9,1,0.0297,0.00052,0.287,0.135,0.186,100.031
14701,0.584,0.791,10,1,0.0377,0.0113,0.424,0.111,0.296,110.157
14702,0.358,0.93,11,0,0.108,0.000302,0.000144,0.209,0.385,151.496
14703,0.706,0.679,1,1,0.0305,0.759,0.000451,0.363,0.548,115.377
14704,0.593,0.786,4,1,0.0446,0.00216,0.000667,0.311,0.955,103.761
14705,0.522,0.628,11,0,0.22,0.033,0.0,0.321,0.226,83.556
14706,0.68,0.818,10,1,0.0393,0.00325,3.91e-06,0.297,0.813,94.094
14707,0.219,0.239,9,0,0.0547,0.919,0.624,0.194,0.0553,89.356
14708,0.572,0.358,5,1,0.0244,0.36,0.0,0.161,0.279,89.044
14709,0.527,0.165,11,0,0.037,0.939,0.946,0.107,0.33,109.665
14710,0.57,0.352,9,1,0.0311,0.324,0.0,0.0969,0.318,141.969
14711,0.642,0.45,8,1,0.0382,0.452,0.00152,0.107,0.187,160.651
14712,0.481,0.766,9,0,0.0486,0.73,0.0,0.966,0.184,83.11
14713,0.884,0.553,11,1,0.071,0.0284,6.3e-06,0.0859,0.884,104.931
14714,0.25,0.389,9,0,0.069,0.0837,0.00022,0.441,0.38,148.886
14715,0.663,0.579,10,1,0.0269,0.645,0.0,0.189,0.48,89.929
14716,0.827,0.847,2,1,0.222,0.0478,0.0,0.0691,0.769,91.278
14717,0.679,0.886,1,1,0.131,0.00336,0.00027,0.305,0.629,125.524
14718,0.763,0.501,10,0,0.0461,0.0641,0.0853,0.054,0.68,114.761
14719,0.574,0.313,2,1,0.0537,0.0526,4.76e-06,0.174,0.496,139.94
14720,0.696,0.212,4,0,0.0385,0.952,0.825,0.141,0.289,142.104
14721,0.78,0.342,1,1,0.0685,0.0679,6.45e-05,0.21,0.711,82.979
14722,0.522,0.298,11,1,0.911,0.956,0.0,0.927,0.685,86.345
14723,0.723,0.865,5,1,0.0451,0.0358,0.51,0.335,0.875,115.303
14724,0.68,0.745,9,1,0.0501,0.451,0.12,0.0707,0.489,100.016
14725,0.595,0.418,9,1,0.0308,0.568,1.27e-05,0.116,0.25,138.069
14726,0.597,0.832,11,1,0.0637,0.301,0.0,0.14,0.394,122.01
14727,0.21,0.89,1,1,0.0542,0.000209,0.794,0.0812,0.172,165.873
14728,0.523,0.366,10,1,0.0331,0.498,0.0,0.094,0.291,142.814
14729,0.526,0.484,0,1,0.0254,0.448,0.0,0.109,0.276,73.978
14730,0.247,0.928,1,0,0.118,0.00128,0.000453,0.0903,0.56,167.202
14731,0.0752,0.11,5,1,0.0473,0.895,0.976,0.0799,0.0307,79.341
14732,0.939,0.472,10,0,0.0868,0.00978,7e-06,0.0633,0.643,109.014
14733,0.409,0.849,0,1,0.0474,0.00423,0.000126,0.315,0.905,105.194
14734,0.867,0.679,10,0,0.207,0.0336,1.59e-06,0.0742,0.68,101.293
14735,0.392,0.0949,2,1,0.071,0.993,0.889,0.081,0.0953,92.004
14736,0.579,0.925,0,1,0.044,0.155,8.85e-06,0.234,0.815,114.288
14737,0.634,0.276,0,1,0.0366,0.942,0.266,0.103,0.346,97.971
14738,0.391,0.0985,1,1,0.0418,0.989,0.117,0.121,0.0556,129.8
14739,0.608,0.583,4,0,0.0235,0.188,0.0,0.129,0.714,82.227
14740,0.587,0.396,7,0,0.032,0.102,0.00062,0.307,0.779,81.265
14741,0.513,0.769,11,1,0.0331,0.00037,0.912,0.128,0.137,140.024
14742,0.828,0.657,0,1,0.201,0.0981,0.0,0.408,0.613,125.567
14743,0.583,0.808,9,0,0.0609,0.00941,0.000733,0.103,0.748,140.168
14744,0.922,0.733,8,1,0.0624,0.0485,0.0865,0.397,0.861,115.621
14745,0.249,0.822,9,1,0.0572,0.00923,0.00818,0.334,0.233,146.221
14746,0.661,0.346,11,1,0.03,0.452,0.0,0.131,0.256,129.752
14747,0.621,0.419,0,1,0.0579,0.749,0.0532,0.185,0.396,90.094
14748,0.114,0.961,5,1,0.087,5.7e-06,0.925,0.107,0.0395,89.711
14749,0.814,0.938,6,0,0.0847,0.000703,0.415,0.801,0.576,125.008
14750,0.656,0.695,9,1,0.0243,0.0117,0.0161,0.114,0.765,100.511
14751,0.771,0.745,11,0,0.0904,0.0256,0.000374,0.107,0.599,106.709
14752,0.607,0.483,0,1,0.0257,0.671,0.0,0.0978,0.252,114.353
14753,0.661,0.493,8,0,0.0326,0.217,0.0,0.0664,0.201,95.021
14754,0.222,0.0119,8,1,0.0357,0.994,0.925,0.102,0.14,72.774
14755,0.454,0.99,1,1,0.19,2.68e-05,0.00153,0.285,0.378,145.55
14756,0.654,0.837,9,1,0.0455,0.155,0.0,0.113,0.778,116.0
14757,0.698,0.726,7,1,0.0641,0.526,0.00106,0.0919,0.953,108.272
14758,0.434,0.614,7,1,0.0326,0.626,0.823,0.176,0.968,136.714
14759,0.573,0.929,11,1,0.082,0.00218,0.0723,0.718,0.284,97.57
14760,0.649,0.747,3,1,0.03,0.0979,0.0,0.294,0.525,116.4
14761,0.647,0.536,0,1,0.045,0.524,0.0,0.0798,0.316,125.222
14762,0.561,0.189,9,1,0.0311,0.907,0.00161,0.0694,0.355,128.426
14763,0.662,0.891,3,1,0.0349,0.0103,3.64e-06,0.634,0.743,107.75
14764,0.6,0.811,5,1,0.0788,0.0558,6.82e-06,0.109,0.622,124.303
14765,0.552,0.931,0,1,0.0327,0.083,0.62,0.101,0.969,163.008
14766,0.531,0.47,6,1,0.0331,0.571,0.0,0.0688,0.246,170.395
14767,0.657,0.344,1,1,0.0635,0.507,0.0,0.111,0.367,86.849
14768,0.586,0.572,5,0,0.0398,0.137,0.0,0.57,0.563,81.893
