,target
22996,0
22997,0
22998,1
22999,0
23000,1
23001,1
23002,1
23003,1
23004,0
23005,1
23006,0
23007,1
23008,0
23009,0
23010,1
23011,0
23012,0
23013,0
23014,0
23015,1
23016,0
23017,1
23018,1
23019,0
23020,0
23021,1
23022,0
23023,0
23024,1
23025,1
23026,1
23027,1
23028,1
23029,1
23030,1
23031,0
23032,0
23033,0
23034,1
23035,1
23036,1
23037,1
23038,1
23039,1
23040,0
23041,1
23042,1
23043,0
23044,1
23045,0
23046,1
23047,1
23048,1
23049,0
23050,1
23051,0
23052,1
23053,1
23054,0
23055,0
23056,0
23057,0
23058,0
23059,1
23060,0
23061,0
23062,1
23063,0
23064,1
23065,1
23066,0
23067,1
23068,0
23069,0
23070,0
23071,1
23072,0
23073,1
23074,0
23075,1
23076,1
23077,1
23078,1
23079,1
23080,0
23081,1
23082,0
23083,0
23084,0
23085,1
23086,0
23087,1
23088,1
23089,0
23090,1
23091,0
23092,0
23093,0
23094,0
23095,1
23096,0
23097,1
23098,0
23099,0
23100,0
23101,1
23102,1
23103,0
23104,1
23105,1
23106,1
23107,0
23108,0
23109,1
23110,1
23111,0
23112,0
23113,0
23114,0
23115,0
23116,1
23117,0
23118,0
23119,0
23120,0
23121,0
23122,0
23123,1
23124,0
23125,1
23126,1
23127,0
23128,0
23129,1
23130,1
23131,1
23132,0
23133,0
23134,0
23135,0
23136,0
23137,0
23138,1
23139,1
23140,0
23141,1
23142,0
23143,1
23144,1
23145,0
23146,0
23147,0
23148,0
23149,0
23150,0
23151,1
23152,1
23153,0
23154,1
23155,1
23156,0
23157,0
23158,1
23159,1
23160,0
23161,1
23162,0
23163,1
23164,0
23165,0
23166,0
23167,1
23168,1
23169,1
23170,0
23171,0
23172,1
23173,0
23174,0
23175,0
23176,0
23177,0
23178,1
23179,1
23180,1
23181,0
23182,0
23183,0
23184,1
23185,0
23186,1
23187,1
23188,0
23189,1
23190,1
23191,0
23192,0
23193,0
23194,0
23195,1
23196,0
23197,1
23198,0
23199,0
23200,0
23201,0
23202,0
23203,0
23204,1
23205,0
23206,1
23207,0
23208,1
23209,1
23210,1
23211,1
23212,0
23213,0
23214,1
23215,1
23216,1
23217,1
23218,0
23219,1
23220,0
23221,0
23222,1
23223,1
23224,1
23225,1
23226,1
23227,1
23228,1
23229,1
23230,0
23231,1
23232,0
23233,1
23234,1
23235,1
23236,1
23237,0
23238,1
23239,1
23240,0
23241,0
23242,1
23243,0
23244,0
23245,1
23246,1
23247,1
23248,0
23249,0
23250,0
23251,0
23252,0
23253,0
23254,0
23255,1
23256,0
23257,1
23258,1
23259,0
23260,0
23261,0
23262,0
23263,0
23264,0
23265,0
23266,0
23267,0
23268,1
23269,0
23270,0
23271,1
23272,1
23273,0
23274,1
23275,1
23276,1
23277,1
23278,0
23279,1
23280,1
23281,1
23282,0
23283,0
23284,1
23285,0
23286,1
23287,1
23288,1
23289,1
23290,0
23291,0
23292,1
23293,0
23294,0
23295,0
23296,0
23297,1
23298,1
23299,1
23300,0
23301,0
23302,1
23303,0
23304,0
23305,1
23306,1
23307,0
23308,1
23309,1
23310,0
23311,0
23312,0
23313,0
23314,0
23315,1
23316,0
23317,0
23318,1
23319,0
23320,1
23321,1
23322,1
23323,0
23324,1
23325,0
23326,0
23327,1
23328,1
23329,0
23330,0
23331,1
23332,1
23333,1
23334,1
23335,1
23336,0
23337,0
23338,1
23339,1
23340,0
23341,0
23342,1
23343,0
23344,0
23345,1
23346,1
23347,0
23348,0
23349,1
23350,1
23351,1
23352,1
23353,1
23354,1
23355,0
23356,0
23357,1
23358,0
23359,0
23360,1
23361,0
23362,0
23363,0
23364,0
23365,1
23366,1
23367,1
23368,0
23369,1
23370,1
23371,1
23372,1
23373,1
23374,1
23375,1
23376,1
23377,1
23378,1
23379,1
23380,0
23381,1
23382,1
23383,1
23384,1
23385,0
23386,1
23387,0
23388,0
23389,1
23390,1
23391,0
23392,0
23393,1
23394,1
23395,1
23396,1
23397,1
23398,0
23399,0
23400,1
23401,1
23402,0
23403,0
23404,0
23405,1
23406,0
23407,1
23408,0
23409,0
23410,0
23411,0
23412,1
23413,1
23414,0
23415,1
23416,1
23417,1
23418,0
23419,1
23420,0
23421,1
23422,1
23423,0
23424,0
23425,0
23426,0
23427,0
23428,1
23429,0
23430,0
23431,1
23432,1
23433,1
23434,0
23435,1
23436,0
23437,1
23438,0
23439,1
23440,0
23441,0
23442,0
23443,1
23444,1
23445,0
23446,0
23447,0
23448,1
23449,0
23450,1
23451,0
23452,1
23453,1
23454,1
23455,1
23456,1
23457,1
23458,0
23459,1
23460,0
23461,1
23462,0
23463,1
23464,1
23465,1
23466,0
23467,0
23468,0
23469,0
23470,1
23471,1
23472,1
23473,0
23474,1
23475,1
23476,1
23477,1
23478,0
23479,0
23480,0
23481,1
23482,0
23483,0
23484,0
23485,0
23486,1
23487,0
23488,0
23489,0
23490,1
23491,1
23492,1
23493,0
23494,0
23495,0
23496,0
23497,0
23498,1
23499,0
23500,0
23501,0
23502,0
23503,1
23504,1
23505,1
23506,0
23507,1
23508,0
23509,0
23510,1
23511,0
23512,0
23513,1
23514,0
23515,0
23516,0
23517,1
23518,0
23519,1
23520,1
23521,0
23522,1
23523,1
23524,1
23525,0
23526,0
23527,0
23528,1
23529,1
23530,1
23531,1
23532,1
23533,0
23534,1
23535,0
23536,1
23537,0
23538,1
23539,1
23540,1
23541,1
23542,1
23543,0
23544,0
23545,1
23546,1
23547,1
23548,0
23549,0
23550,1
23551,0
23552,1
23553,1
23554,0
23555,0
23556,0
23557,0
23558,0
23559,1
23560,0
23561,1
23562,0
23563,0
23564,1
23565,0
23566,0
23567,1
23568,1
23569,0
23570,0
23571,1
23572,0
23573,0
23574,1
23575,1
23576,0
23577,0
23578,0
23579,0
23580,1
23581,0
23582,1
23583,0
23584,0
23585,1
23586,1
23587,1
23588,0
23589,0
23590,1
23591,1
23592,0
23593,1
23594,0
23595,0
23596,0
23597,0
23598,0
23599,1
23600,1
23601,0
23602,0
23603,1
23604,0
23605,0
23606,0
23607,1
23608,0
23609,0
23610,0
23611,0
23612,1
23613,1
23614,1
23615,0
23616,0
23617,0
23618,0
23619,0
23620,1
23621,1
23622,0
23623,1
23624,0
23625,1
23626,0
23627,0
23628,0
23629,1
23630,1
23631,1
23632,0
23633,0
23634,1
23635,0
23636,1
23637,1
23638,0
23639,0
23640,1
23641,0
23642,0
23643,1
23644,0
23645,1
23646,0
23647,0
23648,1
23649,1
23650,0
23651,0
23652,1
23653,0
23654,0
23655,1
23656,1
23657,0
23658,0
23659,0
23660,1
23661,0
23662,0
23663,0
23664,0
23665,1
23666,1
23667,0
23668,1
23669,1
23670,0
23671,0
23672,1
23673,1
23674,1
23675,1
23676,1
23677,1
23678,1
23679,0
23680,1
23681,1
23682,1
23683,0
23684,0
23685,1
23686,1
23687,1
23688,0
23689,1
23690,1
23691,1
23692,1
23693,1
23694,1
23695,0
23696,1
23697,0
23698,0
23699,1
23700,1
23701,0
23702,1
23703,1
23704,1
23705,1
23706,0
23707,1
23708,1
23709,0
23710,0
23711,1
23712,1
23713,0
23714,0
23715,1
23716,0
23717,0
23718,0
23719,0
23720,1
23721,0
23722,0
23723,0
23724,1
23725,1
23726,1
23727,1
23728,0
23729,0
23730,1
23731,0
23732,0
23733,1
23734,1
23735,1
23736,0
23737,0
23738,1
23739,1
23740,0
23741,0
23742,1
23743,0
23744,0
23745,1
23746,1
23747,1
23748,1
23749,0
23750,0
23751,0
23752,0
23753,1
23754,0
23755,1
23756,0
23757,0
23758,0
23759,1
23760,0
23761,0
23762,1
23763,1
23764,0
23765,1
23766,0
23767,0
23768,1
23769,0
23770,0
23771,0
23772,1
23773,1
23774,1
23775,0
23776,1
23777,1
23778,0
23779,1
23780,1
23781,1
23782,0
23783,1
23784,0
23785,0
23786,0
23787,1
23788,0
23789,0
23790,0
23791,0
23792,1
23793,0
23794,1
23795,1
23796,0
23797,0
23798,1
23799,0
23800,1
23801,0
23802,1
23803,0
23804,1
23805,1
23806,1
23807,0
23808,0
23809,0
23810,1
23811,1
23812,0
23813,0
23814,0
23815,0
23816,1
23817,0
23818,1
23819,1
23820,0
23821,0
23822,1
23823,0
23824,1
23825,1
23826,0
23827,1
23828,1
23829,0
23830,0
23831,0
23832,1
23833,1
23834,0
23835,1
23836,1
23837,0
23838,0
23839,0
23840,1
23841,1
23842,1
23843,0
23844,0
23845,1
23846,0
23847,0
23848,1
23849,1
23850,1
23851,0
23852,0
23853,1
23854,0
23855,0
23856,1
23857,0
23858,0
23859,1
23860,1
23861,1
23862,1
23863,1
23864,1
23865,0
23866,0
23867,1
23868,0
23869,0
23870,1
23871,1
23872,0
23873,1
23874,0
23875,0
23876,1
23877,0
23878,0
23879,0
23880,1
23881,1
23882,0
23883,0
23884,1
23885,0
23886,1
23887,1
23888,0
23889,0
23890,1
23891,1
23892,1
23893,0
23894,0
23895,0
23896,0
23897,1
23898,0
23899,1
23900,0
23901,0
23902,0
23903,0
23904,1
23905,1
23906,1
23907,1
23908,0
23909,0
23910,1
23911,0
23912,1
23913,1
23914,1
23915,0
23916,0
23917,0
23918,1
23919,0
23920,1
23921,1
23922,1
23923,0
23924,0
23925,0
23926,1
23927,0
23928,0
23929,0
23930,0
23931,1
23932,1
23933,0
23934,1
23935,0
23936,0
23937,0
23938,0
23939,0
23940,0
23941,1
23942,0
23943,0
23944,1
23945,0
23946,0
23947,1
23948,0
23949,0
23950,0
23951,0
23952,1
23953,0
23954,1
23955,1
23956,1
23957,0
23958,1
23959,0
23960,0
23961,0
23962,0
23963,1
23964,1
23965,1
23966,0
23967,1
23968,1
23969,0
23970,1
23971,0
23972,0
23973,0
23974,0
23975,1
23976,0
23977,0
23978,0
23979,1
23980,1
23981,0
23982,1
23983,1
23984,1
23985,0
23986,0
23987,0
23988,0
23989,1
23990,0
23991,1
23992,1
23993,1
23994,1
23995,0
23996,1
23997,1
23998,1
23999,1
24000,1
24001,1
24002,1
24003,0
24004,0
24005,0
24006,0
24007,0
24008,1
24009,1
24010,1
24011,1
24012,0
24013,1
24014,0
24015,1
24016,1
24017,1
24018,0
24019,1
24020,0
24021,0
24022,1
24023,1
24024,0
24025,0
24026,0
24027,0
24028,0
24029,1
24030,1
24031,0
24032,0
24033,1
24034,1
24035,1
24036,0
24037,1
24038,1
24039,1
24040,0
24041,1
24042,1
24043,1
24044,0
24045,0
24046,1
24047,0
24048,0
24049,1
24050,0
24051,0
24052,1
24053,1
24054,1
24055,1
24056,0
24057,1
24058,0
24059,0
24060,0
24061,1
24062,1
24063,0
24064,0
24065,1
24066,1
24067,0
24068,0
24069,1
24070,1
24071,1
24072,1
24073,0
24074,0
24075,0
24076,0
24077,1
24078,0
24079,0
24080,1
24081,0
24082,1
24083,1
24084,1
24085,1
24086,0
24087,1
24088,0
24089,1
24090,0
24091,0
24092,1
24093,0
24094,1
24095,1
24096,1
24097,1
24098,1
24099,0
24100,0
24101,0
24102,1
24103,1
24104,1
24105,0
24106,1
24107,1
24108,1
24109,0
24110,1
24111,1
24112,1
24113,0
24114,1
24115,0
24116,1
24117,0
24118,0
24119,0
24120,1
24121,0
24122,0
24123,0
24124,0
24125,0
24126,1
24127,0
24128,0
24129,0
24130,0
24131,1
24132,1
24133,1
24134,0
24135,0
24136,0
24137,1
24138,0
24139,1
24140,1
24141,0
24142,0
24143,0
24144,0
24145,1
24146,1
24147,1
24148,1
24149,0
24150,0
24151,0
24152,0
24153,0
24154,0
24155,1
24156,0
24157,0
24158,1
24159,1
24160,0
24161,0
24162,1
24163,1
24164,0
24165,1
24166,0
24167,0
24168,0
24169,0
24170,0
24171,1
24172,1
24173,0
24174,0
24175,0
24176,0
24177,0
24178,0
24179,1
24180,1
24181,0
24182,0
24183,1
24184,0
24185,0
24186,1
24187,0
24188,1
24189,0
24190,1
24191,1
24192,1
24193,0
24194,0
24195,1
24196,0
24197,1
24198,0
24199,1
24200,0
24201,1
24202,1
24203,0
24204,1
24205,0
24206,1
24207,1
24208,1
24209,1
24210,1
24211,0
24212,0
24213,0
24214,1
24215,1
24216,1
24217,1
24218,0
24219,1
24220,0
24221,1
24222,0
24223,0
24224,1
24225,1
24226,0
24227,1
24228,1
24229,1
24230,0
24231,0
24232,1
24233,1
24234,1
24235,0
24236,0
24237,0
24238,0
24239,1
24240,1
24241,1
24242,0
24243,0
24244,0
24245,0
24246,1
24247,1
24248,0
24249,1
24250,1
24251,0
24252,0
24253,0
24254,0
24255,1
24256,0
24257,1
24258,1
24259,1
24260,1
24261,1
24262,0
24263,0
24264,0
24265,0
24266,0
24267,0
24268,1
24269,0
24270,1
24271,1
24272,0
24273,0
24274,1
24275,1
24276,0
24277,0
24278,0
24279,0
24280,1
24281,1
24282,0
24283,1
24284,1
24285,0
24286,0
24287,1
24288,0
24289,1
24290,0
24291,0
24292,1
24293,1
24294,1
24295,1
24296,1
24297,0
24298,1
24299,0
24300,1
24301,0
24302,0
24303,0
24304,1
24305,1
24306,0
24307,1
24308,0
24309,0
24310,1
24311,1
24312,0
24313,0
24314,1
24315,1
24316,0
24317,0
24318,1
24319,1
24320,1
24321,0
24322,0
24323,1
24324,1
24325,0
24326,1
24327,0
24328,0
24329,1
24330,0
24331,0
24332,0
24333,1
24334,0
24335,0
24336,1
24337,0
24338,0
24339,0
24340,1
24341,0
24342,1
24343,1
24344,1
24345,0
24346,0
24347,1
24348,0
24349,1
24350,1
24351,0
24352,1
24353,1
24354,1
24355,1
24356,0
24357,1
24358,1
24359,0
24360,1
24361,0
24362,1
24363,1
24364,1
24365,1
24366,0
24367,1
24368,1
24369,1
24370,1
24371,1
24372,1
24373,1
24374,0
24375,1
24376,1
24377,0
24378,0
24379,1
24380,1
24381,1
24382,1
24383,1
24384,1
24385,0
24386,1
24387,1
24388,1
24389,1
24390,0
24391,1
24392,0
24393,0
24394,1
24395,0
24396,1
24397,0
24398,0
24399,1
24400,1
24401,0
24402,1
24403,1
24404,0
24405,0
24406,1
24407,0
24408,0
24409,1
24410,0
24411,0
24412,0
24413,0
24414,0
24415,1
24416,1
24417,0
24418,1
24419,0
24420,1
24421,0
24422,1
24423,0
24424,1
24425,0
24426,1
24427,1
24428,1
24429,0
24430,0
24431,0
24432,1
24433,1
24434,0
24435,1
24436,1
24437,1
24438,1
24439,0
24440,1
24441,0
24442,0
24443,0
24444,0
24445,1
24446,0
24447,1
24448,0
24449,0
24450,0
24451,1
24452,0
24453,1
24454,1
24455,0
24456,0
24457,0
24458,1
24459,1
24460,1
24461,0
24462,1
24463,1
24464,0
24465,0
24466,1
24467,1
24468,1
24469,0
24470,1
24471,0
24472,0
24473,0
24474,0
24475,0
24476,1
24477,1
24478,1
24479,1
24480,0
24481,1
24482,1
24483,0
24484,0
24485,1
24486,1
24487,1
24488,0
24489,0
24490,1
24491,0
24492,0
24493,1
24494,0
24495,0
24496,1
24497,1
24498,0
24499,0
24500,1
24501,0
24502,0
24503,0
24504,0
24505,0
24506,1
24507,1
24508,1
24509,0
24510,0
24511,0
24512,1
24513,0
24514,1
24515,0
24516,0
24517,1
24518,1
24519,0
24520,0
24521,0
24522,0
24523,0
24524,1
24525,1
24526,1
24527,1
24528,0
24529,1
24530,0
24531,1
24532,0
24533,0
24534,1
24535,1
24536,1
24537,0
24538,0
24539,0
24540,0
24541,1
24542,1
24543,0
24544,1
24545,0
24546,1
24547,0
24548,0
24549,1
24550,0
24551,1
24552,1
24553,0
24554,1
24555,0
24556,1
24557,1
24558,1
24559,1
24560,0
24561,0
24562,1
24563,0
24564,1
24565,1
24566,1
24567,1
24568,0
24569,1
24570,0
24571,0
24572,0
24573,0
24574,1
24575,1
24576,1
24577,0
24578,0
24579,1
24580,0
24581,0
24582,0
24583,0
24584,1
24585,1
24586,1
24587,0
24588,1
24589,1
24590,0
24591,1
24592,1
24593,1
24594,1
24595,0
24596,0
24597,0
24598,1
24599,0
24600,1
24601,1
24602,0
24603,1
24604,0
24605,0
24606,1
24607,1
24608,0
24609,0
24610,1
24611,1
24612,0
24613,0
24614,0
24615,1
24616,1
24617,0
24618,1
24619,0
24620,0
24621,0
24622,0
24623,1
24624,1
24625,0
24626,1
24627,1
24628,1
24629,0
24630,1
24631,0
24632,0
24633,1
24634,1
24635,1
24636,0
24637,1
24638,0
24639,0
24640,0
24641,0
24642,0
24643,1
24644,0
24645,0
24646,1
24647,1
24648,1
24649,0
24650,1
24651,1
24652,1
24653,1
24654,1
24655,1
24656,0
24657,0
24658,1
24659,1
24660,0
24661,1
24662,0
24663,1
24664,1
24665,1
24666,1
24667,0
24668,1
24669,0
24670,1
24671,1
24672,1
24673,1
24674,0
24675,0
24676,1
24677,0
24678,1
24679,1
24680,0
24681,0
24682,1
24683,1
24684,1
24685,1
24686,1
24687,0
24688,0
24689,0
24690,1
24691,0
24692,1
24693,0
24694,0
24695,1
24696,1
24697,1
24698,0
24699,0
24700,0
24701,0
24702,1
24703,0
24704,1
24705,1
24706,1
24707,1
24708,0
24709,1
24710,1
24711,0
24712,0
24713,1
24714,1
24715,0
24716,1
24717,1
24718,1
24719,0
24720,1
24721,1
24722,1
24723,0
24724,1
24725,1
24726,1
24727,1
24728,1
24729,0
24730,1
24731,1
24732,0
24733,1
24734,1
24735,1
24736,0
24737,1
24738,0
24739,1
24740,1
24741,1
24742,1
24743,1
24744,1
24745,0
24746,1
24747,1
24748,1
24749,0
24750,0
24751,1
24752,0
24753,1
24754,1
24755,0
24756,1
24757,1
24758,0
24759,1
24760,1
24761,0
24762,1
24763,0
24764,0
24765,1
24766,1
24767,1
24768,0
24769,1
24770,1
24771,0
24772,1
24773,1
24774,1
24775,1
24776,1
24777,0
24778,1
24779,0
24780,1
24781,0
24782,1
24783,0
24784,0
24785,0
24786,1
24787,0
24788,0
24789,0
24790,1
24791,1
24792,1
24793,0
24794,1
24795,1
24796,0
24797,1
24798,1
24799,0
24800,1
24801,0
24802,1
24803,0
24804,0
24805,1
24806,0
24807,1
24808,0
24809,1
24810,0
24811,1
24812,0
24813,1
24814,0
24815,1
24816,1
24817,1
24818,1
24819,1
24820,0
24821,1
24822,0
24823,0
24824,0
24825,1
24826,1
24827,1
24828,1
24829,0
24830,1
24831,0
24832,1
24833,0
24834,0
24835,0
24836,0
24837,0
24838,0
24839,1
24840,1
24841,0
24842,0
24843,0
24844,1
24845,0
24846,1
24847,0
24848,1
24849,0
24850,0
24851,1
24852,1
24853,1
24854,1
24855,1
24856,0
24857,0
24858,1
24859,1
24860,0
24861,1
24862,0
24863,1
24864,1
24865,1
24866,0
24867,0
24868,1
24869,0
24870,1
24871,0
24872,1
24873,1
24874,0
24875,0
24876,0
24877,0
24878,0
24879,1
24880,1
24881,1
24882,1
24883,0
24884,1
24885,0
24886,1
24887,0
24888,0
24889,0
24890,1
24891,0
24892,1
24893,0
24894,0
24895,0
24896,0
24897,0
24898,1
24899,0
24900,1
24901,1
24902,0
24903,0
24904,1
24905,0
24906,1
24907,1
24908,1
24909,0
24910,0
24911,1
24912,0
24913,1
24914,0
24915,0
24916,1
24917,0
24918,0
24919,0
24920,0
24921,1
24922,0
24923,1
24924,1
24925,0
24926,1
24927,0
24928,1
24929,0
24930,1
24931,1
24932,1
24933,0
24934,0
24935,1
24936,0
24937,1
24938,1
24939,0
24940,1
24941,0
24942,1
24943,0
24944,0
24945,0
24946,1
24947,0
24948,0
24949,0
24950,0
24951,1
24952,1
24953,0
24954,0
24955,1
24956,0
24957,1
24958,1
24959,1
24960,1
24961,0
24962,0
24963,0
24964,0
24965,0
24966,0
24967,1
24968,0
24969,0
24970,1
24971,1
24972,0
24973,1
24974,1
24975,1
24976,0
24977,1
24978,0
24979,0
24980,1
24981,0
24982,1
24983,1
24984,1
24985,1
24986,1
24987,1
24988,1
24989,0
24990,0
24991,1
24992,0
24993,0
24994,1
24995,1
24996,0
24997,1
24998,1
24999,0
25000,0
25001,0
25002,1
25003,1
25004,1
25005,1
25006,1
25007,0
25008,1
25009,1
25010,1
25011,1
25012,1
25013,0
25014,0
25015,0
25016,0
25017,1
25018,0
25019,1
25020,1
25021,1
25022,1
25023,1
25024,0
25025,1
25026,0
25027,0
25028,1
25029,1
25030,0
25031,1
25032,0
25033,0
25034,1
25035,1
25036,0
25037,0
25038,1
25039,1
25040,1
25041,1
25042,1
25043,0
25044,1
25045,1
25046,1
25047,1
25048,1
25049,0
25050,1
25051,1
25052,0
25053,0
25054,1
25055,0
25056,0
25057,0
25058,0
25059,0
25060,0
25061,1
25062,0
25063,1
25064,1
25065,0
25066,0
25067,0
25068,1
25069,0
25070,1
25071,1
25072,0
25073,0
25074,0
25075,1
25076,1
25077,0
25078,1
25079,1
25080,0
25081,1
25082,1
25083,1
25084,1
25085,1
25086,1
25087,1
25088,0
25089,0
25090,1
25091,1
25092,1
25093,0
25094,1
25095,1
25096,1
25097,0
25098,1
25099,0
25100,0
25101,1
25102,0
25103,1
25104,0
25105,1
25106,0
25107,0
25108,0
25109,0
25110,1
25111,1
25112,1
25113,1
25114,1
25115,0
25116,1
25117,0
25118,0
25119,0
25120,0
25121,0
25122,0
25123,0
25124,0
25125,1
25126,1
25127,0
25128,1
25129,0
25130,1
25131,1
25132,1
25133,1
25134,1
25135,0
25136,0
25137,1
25138,1
25139,1
25140,0
25141,1
25142,1
25143,0
25144,1
25145,0
25146,1
25147,1
25148,0
25149,0
25150,0
25151,0
25152,0
25153,0
25154,0
25155,0
25156,1
25157,1
25158,0
25159,0
25160,0
25161,0
25162,0
25163,1
25164,1
25165,1
25166,0
25167,0
25168,1
25169,1
25170,0
25171,1
25172,0
25173,0
25174,0
25175,0
25176,1
25177,1
25178,0
25179,1
25180,1
25181,1
25182,1
25183,0
25184,1
25185,1
25186,1
25187,1
25188,0
25189,1
25190,0
25191,1
25192,1
25193,0
25194,1
25195,0
25196,0
25197,0
25198,1
25199,0
25200,0
25201,0
25202,0
25203,1
25204,1
25205,1
25206,0
25207,0
25208,1
25209,1
25210,0
25211,0
25212,0
25213,1
25214,0
25215,0
25216,1
25217,0
25218,0
25219,0
25220,1
25221,1
25222,1
25223,1
25224,1
25225,0
25226,0
25227,1
25228,1
25229,1
25230,1
25231,1
25232,1
25233,1
25234,1
25235,1
25236,0
25237,0
25238,0
25239,0
25240,1
25241,0
25242,0
25243,0
25244,1
25245,0
25246,0
25247,1
25248,1
25249,1
25250,0
25251,1
25252,1
25253,0
25254,1
25255,0
25256,0
25257,1
25258,0
25259,0
25260,0
25261,0
25262,1
25263,0
25264,1
25265,1
25266,1
25267,0
25268,0
25269,1
25270,1
25271,0
25272,0
25273,1
25274,0
25275,0
25276,0
25277,1
25278,1
25279,0
25280,0
25281,1
25282,0
25283,1
25284,0
25285,1
25286,1
25287,0
25288,0
25289,1
25290,0
25291,1
25292,0
25293,1
25294,1
25295,0
25296,0
25297,0
25298,0
25299,1
25300,1
25301,0
25302,0
25303,0
25304,1
25305,0
25306,0
25307,1
25308,1
25309,0
25310,1
25311,1
25312,1
25313,1
25314,1
25315,0
25316,0
25317,1
25318,1
25319,1
25320,0
25321,0
25322,0
25323,0
25324,0
25325,0
25326,1
25327,0
25328,0
25329,0
25330,1
25331,1
25332,1
25333,1
25334,1
25335,0
25336,0
25337,0
25338,0
25339,1
25340,0
25341,1
25342,0
25343,0
25344,1
25345,0
25346,1
25347,0
25348,1
25349,0
25350,1
25351,0
25352,1
25353,0
25354,1
25355,0
25356,0
25357,0
25358,0
25359,0
25360,1
25361,1
25362,1
25363,0
25364,1
25365,0
25366,1
25367,0
25368,0
25369,0
25370,1
25371,1
25372,1
25373,1
25374,1
25375,1
25376,1
25377,1
25378,1
25379,0
25380,0
25381,1
25382,0
25383,1
25384,1
25385,1
25386,0
25387,0
25388,1
25389,0
25390,0
25391,0
25392,0
25393,1
25394,0
25395,1
25396,1
25397,0
25398,1
25399,1
25400,0
25401,1
25402,1
25403,0
25404,0
25405,1
25406,0
25407,1
25408,0
25409,1
25410,1
25411,0
25412,0
25413,0
25414,1
25415,0
25416,1
25417,1
25418,0
25419,0
25420,1
25421,1
25422,0
25423,0
25424,1
25425,1
25426,0
25427,0
25428,1
25429,0
25430,1
25431,1
25432,0
25433,0
25434,0
25435,1
25436,1
25437,1
25438,0
25439,1
25440,0
25441,1
25442,1
25443,1
25444,1
25445,1
25446,1
25447,1
25448,1
25449,0
25450,1
25451,0
25452,1
25453,1
25454,1
25455,1
25456,1
25457,1
25458,1
25459,1
25460,1
25461,1
25462,1
25463,0
25464,0
25465,0
25466,1
25467,1
25468,1
25469,0
25470,0
25471,1
25472,1
25473,1
25474,0
25475,1
25476,1
25477,1
25478,0
25479,1
25480,1
25481,1
25482,1
25483,0
25484,1
25485,1
25486,0
25487,0
25488,1
25489,1
25490,0
25491,0
25492,0
25493,1
25494,0
25495,1
25496,0
25497,0
25498,1
25499,0
25500,1
25501,0
25502,1
25503,0
25504,0
25505,0
25506,0
25507,0
25508,1
25509,1
25510,1
25511,0
25512,0
25513,1
25514,0
25515,1
25516,1
25517,1
25518,0
25519,0
25520,0
25521,0
25522,1
25523,0
25524,1
25525,0
25526,0
25527,1
25528,0
25529,0
25530,1
25531,0
25532,1
25533,0
25534,0
25535,1
25536,1
25537,1
25538,0
25539,0
25540,1
25541,1
25542,1
25543,0
25544,0
25545,0
25546,0
25547,1
25548,1
25549,1
25550,1
25551,1
25552,0
25553,0
25554,0
25555,0
25556,1
25557,1
25558,1
25559,0
25560,1
25561,1
25562,1
25563,0
25564,0
25565,1
25566,1
25567,0
25568,1
25569,1
25570,0
25571,1
25572,1
25573,1
25574,0
25575,0
25576,1
25577,0
25578,1
25579,0
25580,0
25581,0
25582,0
25583,0
25584,0
25585,0
25586,1
25587,0
25588,1
25589,0
25590,1
25591,0
25592,1
25593,1
25594,0
25595,0
25596,0
25597,0
25598,0
25599,0
25600,0
25601,0
25602,0
25603,1
25604,0
25605,0
25606,0
25607,0
25608,1
25609,0
25610,1
25611,1
25612,0
25613,0
25614,1
25615,1
25616,1
25617,1
25618,0
25619,0
25620,1
25621,1
25622,0
25623,1
25624,1
25625,1
25626,0
25627,0
25628,0
25629,0
25630,1
25631,0
25632,0
25633,0
25634,0
25635,1
25636,1
25637,1
25638,1
25639,0
25640,0
25641,0
25642,0
25643,0
25644,1
25645,1
25646,0
25647,0
25648,1
25649,1
25650,0
25651,1
25652,1
25653,1
25654,1
25655,1
25656,1
25657,0
25658,0
25659,0
25660,0
25661,0
25662,1
25663,0
25664,0
25665,1
25666,0
25667,1
25668,0
25669,0
25670,0
25671,1
25672,1
25673,1
25674,1
25675,0
25676,0
25677,0
25678,0
25679,0
25680,0
25681,1
25682,1
25683,0
25684,1
25685,1
25686,1
25687,0
25688,0
25689,1
25690,0
25691,1
25692,0
25693,1
25694,1
25695,0
25696,0
25697,0
25698,1
25699,1
25700,1
25701,1
25702,0
25703,1
25704,0
25705,0
25706,1
25707,0
25708,0
25709,0
25710,1
25711,1
25712,0
25713,1
25714,0
25715,1
25716,1
25717,0
25718,0
25719,1
25720,1
25721,1
25722,0
25723,0
25724,0
25725,1
25726,0
25727,0
25728,0
25729,1
25730,1
25731,1
25732,0
25733,0
25734,0
25735,0
25736,0
25737,0
25738,1
25739,1
25740,1
25741,0
25742,1
25743,1
25744,1
25745,1
25746,1
25747,1
25748,1
25749,0
25750,0
25751,1
25752,0
25753,0
25754,0
25755,1
25756,0
25757,1
25758,0
25759,1
25760,1
25761,1
25762,1
25763,1
25764,0
25765,0
25766,1
25767,1
25768,1
25769,1
25770,1
25771,0
25772,0
25773,0
25774,0
25775,0
25776,0
25777,1
25778,1
25779,0
25780,0
25781,1
25782,1
25783,0
25784,0
25785,0
25786,0
25787,1
25788,1
25789,0
25790,0
25791,0
25792,1
25793,1
25794,1
